branch,block_length,probability,unsigned_weight,negative_mass,physical_rate,support_rate,sign_cost,surviving_fraction,minimum_wigner,maximum_wigner,time,n_sites,block_start,cumulative_discarded_weight,maximum_bond,identity_A_minus_P_minus_2nu,identity_r_minus_s_minus_q
branch2,7,0.00200536884050933,0.013993434327210211,0.005994032743350442,0.8874181821126365,0.6098810051426647,0.27753717696997166,0.14330783949226056,-2.813104446269496e-05,8.353521769989017e-05,0.5,50,21,5.699821073681327e-16,22,-3.469446951953614e-18,5.551115123125783e-17
competing,7,0.004010737681018608,0.02798686865442044,0.011988065486700915,0.7883971563183604,0.5108599793483868,0.2775371769699736,0.14330783949225862,-2.8131044462695186e-05,8.353521769989058e-05,0.5,50,21,5.699821073681327e-16,22,0.0,0.0
initial,8,0.008971475552257233,0.008971475552257233,0.0,0.5892131397325548,0.5892131397325548,0.0,1.0,3.4406921241242974e-08,0.00013722576309460084,0.5,50,21,5.699821073681327e-16,22,0.0,0.0
branch1,8,0.0008528649639297925,0.00803617110974487,0.003591653072907538,0.8833636662797556,0.6029753174195102,0.2803883488602455,0.10612827331359163,-8.149341340890445e-06,2.1060989231427108e-05,0.5,50,21,5.699821073681327e-16,22,8.673617379884035e-19,-5.551115123125783e-17
branch2,8,0.0008528649639298116,0.00803617110974485,0.003591653072907519,0.8833636662797528,0.6029753174195105,0.2803883488602424,0.10612827331359426,-8.149341340890465e-06,2.106098923142716e-05,0.5,50,21,5.699821073681327e-16,22,0.0,-5.551115123125783e-17
competing,8,0.001705729927859604,0.01607234221948972,0.007183306145815057,0.7967202687097611,0.5163319198495171,0.28038834886024394,0.10612827331359294,-8.149341340890465e-06,2.106098923142716e-05,0.5,50,21,5.699821073681327e-16,22,3.469446951953614e-18,5.551115123125783e-17
initial,9,0.0051956329984513905,0.0051956329984513905,0.0,0.5844374238023511,0.5844374238023511,0.0,1.0,6.159689213946077e-09,4.5741921031633544e-05,0.5,50,20,5.699821073681327e-16,22,0.0,0.0
branch1,9,0.00036269195603708966,0.004613194741911174,0.002125251392937042,0.8802174099919692,0.597648295489469,0.2825691145025002,0.07862056044198822,-2.0543331476770445e-06,6.098680716314761e-06,0.5,50,20,5.699821073681327e-16,22,0.0,0.0
branch2,9,0.00036269195603710175,0.004613194741911157,0.002125251392937028,0.8802174099919655,0.5976482954894693,0.28256911450249617,0.07862056044199113,-2.054333147677041e-06,6.098680716314773e-06,0.5,50,20,5.699821073681327e-16,22,-8.673617379884035e-19,5.551115123125783e-17
competing,9,0.0007253839120741914,0.009226389483822331,0.00425050278587407,0.8032010565964179,0.5206319420939196,0.2825691145024982,0.07862056044198966,-2.0543331476770445e-06,6.098680716314773e-06,0.5,50,20,5.699821073681327e-16,22,-1.734723475976807e-18,1.1102230246251565e-16
initial,4,0.07389305826609657,0.07389305826609657,0.0,0.6512840973982564,0.6512840973982564,0.0,1.0,0.00010859266426816262,0.010922472109289552,0.52,50,23,6.318902392395192e-16,23,0.0,0.0
branch1,4,0.0314803048659936,0.07352040705996216,0.021020051096984276,0.8645982927613676,0.6525480660564618,0.21205022670490578,0.4281845833676999,-0.0011729177933694377,0.003945473269624359,0.52,50,23,6.318902392395192e-16,23,6.938893903907228e-18,2.7755575615628914e-17
branch2,4,0.031480304865994145,0.07352040705996206,0.021020051096983964,0.8645982927613632,0.6525480660564621,0.21205022670490112,0.4281845833677079,-0.0011729177933694308,0.003945473269624367,0.52,50,23,6.318902392395192e-16,23,-1.3877787807814457e-17,2.7755575615628914e-17
competing,4,0.06296060973198775,0.1470408141199242,0.04204010219396824,0.691311497621379,0.47926127091647563,0.2120502267049034,0.428184583367704,-0.0011729177933694377,0.003945473269624367,0.52,50,23,6.318902392395192e-16,23,-2.7755575615628914e-17,-2.7755575615628914e-17
initial,5,0.042369814734766253,0.042369814734766253,0.0,0.6322638173820159,0.6322638173820159,0.0,1.0,6.8389848933216695e-06,0.003640818193689214,0.52,50,22,6.318902392395192e-16,23,0.0,0.0
branch1,5,0.014031870715515952,0.04255916978929536,0.014263649536889704,0.8532848113882446,0.6313719881938951,0.22191282319434968,0.3297026418744968,-0.00036304026917275805,0.0012345942384935885,0.52,50,22,6.318902392395192e-16,23,-3.469446951953614e-18,-1.1102230246251565e-16
branch2,5,0.014031870715516242,0.04255916978929531,0.014263649536889533,0.8532848113882405,0.6313719881938952,0.22191282319434533,0.329702641874504,-0.0003630402691727571,0.0012345942384935932,0.52,50,22,6.318902392395192e-16,23,3.469446951953614e-18,2.7755575615628914e-17
competing,5,0.028063741431032192,0.08511833957859066,0.02852729907377924,0.7146553752762536,0.49274255208190604,0.22191282319434752,0.32970264187450044,-0.00036304026917275805,0.0012345942384935932,0.52,50,22,6.318902392395192e-16,23,-6.938893903907228e-18,0.0
initial,6,0.024329645161125353,0.024329645161125353,0.0,0.6193432844517385,0.6193432844517385,0.0,1.0,9.397790270145677e-07,0.0012136060580249836,0.52,50,22,6.318902392395192e-16,23,0.0,0.0
branch1,6,0.006279258356780991,0.024680522110885606,0.009200631877052308,0.8450839002549834,0.6169568208244082,0.2281270794305751,0.25442161752370135,-0.00010349301172240284,0.0003024452068668433,0.52,50,22,6.318902392395192e-16,23,-3.469446951953614e-18,8.326672684688674e-17
branch2,6,0.006279258356781133,0.02468052211088557,0.009200631877052218,0.8450839002549796,0.6169568208244084,0.22812707943057117,0.2544216175237074,-0.00010349301172240115,0.00030244520686684455,0.52,50,22,6.318902392395192e-16,23,3.469446951953614e-18,2.7755575615628914e-17
competing,6,0.012558516713562125,0.04936104422177118,0.018401263754104526,0.7295593701616573,0.5014322907310841,0.22812707943057312,0.2544216175237044,-0.00010349301172240284,0.00030244520686684455,0.52,50,22,6.318902392395192e-16,23,0.0,8.326672684688674e-17
initial,7,0.013966869266745776,0.013966869266745776,0.0,0.6101524621221592,0.6101524621221592,0.0,1.0,1.6338595065549562e-07,0.0004045353526896131,0.52,50,21,6.318902392395192e-16,23,0.0,0.0
branch1,7,0.002811025775923391,0.014308993691944927,0.005748983958010769,0.8391722596337907,0.6066952871289877,0.23247697250480304,0.19645167483062234,-2.8171065781618808e-05,9.481567086801032e-05,0.52,50,21,6.318902392395192e-16,23,-1.734723475976807e-18,0.0
branch2,7,0.0028110257759234674,0.014308993691944915,0.005748983958010725,0.8391722596337868,0.6066952871289877,0.23247697250479907,0.19645167483062784,-2.817106578161851e-05,9.481567086801009e-05,0.52,50,21,6.318902392395192e-16,23,-1.734723475976807e-18,8.326672684688674e-17
competing,7,0.0056220515518468584,0.02861798738388984,0.011497967916021493,0.740151233839511,0.5076742613347098,0.23247697250480104,0.1964516748306251,-2.8171065781618808e-05,9.481567086801032e-05,0.52,50,21,6.318902392395192e-16,23,-3.469446951953614e-18,1.1102230246251565e-16
initial,8,0.008018116241245814,0.008018116241245814,0.0,0.60325647091633,0.60325647091633,0.0,1.0,8.566646923929536e-09,0.00013484511756294365,0.52,50,21,6.318902392395192e-16,23,0.0,0.0
branch1,8,0.0012579914675410616,0.00829277770747592,0.00351739311996743,0.834779862910708,0.5990462873388291,0.23573357557187888,0.1516972372727398,-8.421583410520038e-06,2.3175489766401975e-05,0.52,50,21,6.318902392395192e-16,23,-1.734723475976807e-18,2.7755575615628914e-17
branch2,8,0.0012579914675410904,0.008292777707475897,0.003517393119967403,0.8347798629107052,0.5990462873388296,0.23573357557187566,0.15169723727274367,-8.421583410520006e-06,2.3175489766401948e-05,0.52,50,21,6.318902392395192e-16,23,0.0,-8.326672684688674e-17
competing,8,0.0025159829350821523,0.016585555414951818,0.007034786239934833,0.7481364653407134,0.5124028897688362,0.23573357557187727,0.15169723727274173,-8.421583410520038e-06,2.3175489766401975e-05,0.52,50,21,6.318902392395192e-16,23,0.0,-2.7755575615628914e-17
initial,9,0.004603119522040039,0.004603119522040039,0.0,0.5978912275962655,0.5978912275962655,0.0,1.0,2.359079355608107e-09,4.494837252111092e-05,0.52,50,20,6.318902392395192e-16,23,0.0,0.0
branch1,9,0.0005629260874754679,0.004804937222796272,0.0021210055676604027,0.8313735801989224,0.5931234779577766,0.23825010224114562,0.11715576320222316,-2.17526468191102e-06,7.265327645826034e-06,0.52,50,20,6.318902392395192e-16,23,-8.673617379884035e-19,1.1102230246251565e-16
branch2,9,0.0005629260874754852,0.004804937222796254,0.0021210055676603844,0.8313735801989188,0.5931234779577771,0.23825010224114176,0.11715576320222722,-2.17526468191102e-06,7.265327645826039e-06,0.52,50,20,6.318902392395192e-16,23,0.0,-2.7755575615628914e-17
competing,9,0.0011258521749509531,0.009609874445592526,0.004242011135320787,0.754357226803371,0.5161071245622274,0.2382501022411437,0.1171557632022252,-2.17526468191102e-06,7.265327645826039e-06,0.52,50,20,6.318902392395192e-16,23,-1.734723475976807e-18,-8.326672684688674e-17
initial,4,0.06859307955667701,0.06859307955667701,0.0,0.6698909076092852,0.6698909076092852,0.0,1.0,3.4314574070716444e-05,0.010718275377213716,0.54,50,23,7.30439382506219e-16,25,0.0,0.0
branch1,4,0.037200862108137896,0.07245819786914193,0.01762866788050202,0.8228558357554069,0.6561863661309012,0.1666694696245058,0.5134113627187074,-0.0010521664682566398,0.00410668476933081,0.54,50,23,7.30439382506219e-16,25,-6.938893903907228e-18,-1.1102230246251565e-16
branch2,4,0.037200862108138444,0.07245819786914204,0.017628667880501787,0.8228558357554032,0.6561863661309008,0.1666694696245025,0.5134113627187141,-0.0010521664682566346,0.0041066847693308275,0.54,50,23,7.30439382506219e-16,25,2.0816681711721685e-17,-2.7755575615628914e-17
competing,4,0.07440172421627633,0.14491639573828397,0.0352573357610038,0.6495690406154188,0.48289957099091463,0.16666946962450419,0.5134113627187107,-0.0010521664682566398,0.0041066847693308275,0.54,50,23,7.30439382506219e-16,25,2.7755575615628914e-17,-5.551115123125783e-17
initial,5,0.03890944269607751,0.03890944269607751,0.0,0.6493036629970509,0.6493036629970509,0.0,1.0,2.5347103446937178e-06,0.0035727471867119686,0.54,50,22,7.30439382506219e-16,25,0.0,0.0
branch1,5,0.017361318940983587,0.04271036557114344,0.012674523315079924,0.8107021193545686,0.6306627269569679,0.18003939239760064,0.40648958885787384,-0.0003281931587208864,0.001304441946193187,0.54,50,22,7.30439382506219e-16,25,3.469446951953614e-18,5.551115123125783e-17
branch2,5,0.017361318940983875,0.04271036557114344,0.012674523315079785,0.8107021193545652,0.6306627269569679,0.1800393923975973,0.4064895888578806,-0.0003281931587208806,0.0013044419461931932,0.54,50,22,7.30439382506219e-16,25,-6.938893903907228e-18,-5.551115123125783e-17
competing,5,0.03472263788196746,0.08542073114228688,0.02534904663015971,0.6720726832425779,0.49203329084497893,0.18003939239759897,0.40648958885787717,-0.0003281931587208864,0.0013044419461931932,0.54,50,22,7.30439382506219e-16,25,0.0,-5.551115123125783e-17
initial,6,0.022182300915733515,0.02218292595288688,3.1251857668133813e-07,0.6347434273549273,0.634738731205882,4.696149045272188e-06,0.9999718235026934,-7.812964417075193e-08,0.0011909157123518898,0.54,50,22,7.30439382506219e-16,25,1.6677019940253106e-18,3.016792544940916e-17
branch1,6,0.008137741360850072,0.024934192912945692,0.008398225776047812,0.8018737685946317,0.6152525346909876,0.18662123390364416,0.32636874950241535,-9.588362031296842e-05,0.0003274480485271647,0.54,50,22,7.30439382506219e-16,25,-3.469446951953614e-18,-1.1102230246251565e-16
branch2,6,0.008137741360850236,0.024934192912945678,0.008398225776047725,0.8018737685946284,0.6152525346909877,0.18662123390364074,0.32636874950242206,-9.588362031296708e-05,0.0003274480485271664,0.54,50,22,7.30439382506219e-16,25,-6.938893903907228e-18,-2.7755575615628914e-17
competing,6,0.016275482721700308,0.04986838582589137,0.016796451552095536,0.6863492385013058,0.4997280045976635,0.18662123390364246,0.3263687495024187,-9.588362031296842e-05,0.0003274480485271664,0.54,50,22,7.30439382506219e-16,25,-6.938893903907228e-18,-1.3877787807814457e-16
initial,7,0.012624729737427298,0.012625280896542433,2.755795575665757e-07,0.6245853872837567,0.6245791506910201,6.236592736679443e-06,0.9999563448037591,-1.1457190560858259e-07,0.0003969719041554944,0.54,50,21,7.30439382506219e-16,25,2.5228876333969336e-18,-1.046009456893808e-16
branch1,7,0.0038164239552038823,0.014593801051425784,0.005388688548110952,0.7954916331707269,0.6038797751355116,0.1916118580352153,0.26150993437251396,-2.806111793666484e-05,0.00010442001605109617,0.54,50,21,7.30439382506219e-16,25,-1.734723475976807e-18,0.0
branch2,7,0.003816423955203974,0.014593801051425773,0.0053886885481109,0.7954916331707235,0.6038797751355117,0.19161185803521177,0.26150993437252046,-2.8061117936664233e-05,0.00010442001605109584,0.54,50,21,7.30439382506219e-16,25,-1.734723475976807e-18,-2.7755575615628914e-17
competing,7,0.007632847910407857,0.029187602102851557,0.010777377096221851,0.6964706073764474,0.5048587493412338,0.19161185803521352,0.26150993437251724,-2.806111793666484e-05,0.00010442001605109617,0.54,50,21,7.30439382506219e-16,25,0.0,1.1102230246251565e-16
initial,8,0.007189396657647241,0.007190030751213398,3.170467830786146e-07,0.6168935031083146,0.6168824787895337,1.1024318780876824e-05,0.9999118093387779,-3.040492659624134e-08,0.0001323239680514936,0.54,50,21,7.30439382506219e-16,25,-4.457510884925756e-19,-1.5637922272208893e-17
branch1,8,0.001789146473741417,0.008539711127796033,0.0033752823270273083,0.790752075395157,0.5953785121923464,0.19537356320281057,0.2095090158164598,-8.259889020988255e-06,2.611830666558591e-05,0.54,50,21,7.30439382506219e-16,25,-8.673617379884035e-19,5.551115123125783e-17
branch2,8,0.0017891464737414514,0.008539711127796015,0.0033752823270272814,0.7907520753951546,0.5953785121923466,0.1953735632028079,0.20950901581646428,-8.259889020988184e-06,2.6118306665585883e-05,0.54,50,21,7.30439382506219e-16,25,8.673617379884035e-19,5.551115123125783e-17
competing,8,0.0035782929474828685,0.017079422255592048,0.00675056465405459,0.7041086778251626,0.5087351146223533,0.19537356320280921,0.20950901581646206,-8.259889020988255e-06,2.611830666558591e-05,0.54,50,21,7.30439382506219e-16,25,0.0,8.326672684688674e-17
initial,9,0.004093322583884862,0.004093773689976179,2.2555304565839282e-07,0.6109331412246065,0.6109208968592273,1.2244365379206215e-05,0.9998898067833057,-2.55923013284828e-08,4.410798935066348e-05,0.54,50,20,7.30439382506219e-16,25,-2.2742834633777964e-19,-4.0259475982996895e-17
branch1,9,0.000838653250944696,0.004999479701289694,0.0020804132251724993,0.7870792472698704,0.5887134924116321,0.1983657548582384,0.16774810601358223,-2.2615618410474784e-06,8.329810166673318e-06,0.54,50,20,7.30439382506219e-16,25,0.0,-2.7755575615628914e-17
branch2,9,0.0008386532509447155,0.0049994797012896785,0.002080413225172482,0.7870792472698679,0.5887134924116324,0.1983657548582355,0.16774810601358664,-2.261561841047502e-06,8.329810166673331e-06,0.54,50,20,7.30439382506219e-16,25,-8.673617379884035e-19,0.0
competing,9,0.0016773065018894115,0.009998959402579373,0.004160826450344981,0.7100628938743196,0.5116971390160827,0.19836575485823693,0.16774810601358445,-2.261561841047502e-06,8.329810166673331e-06,0.54,50,20,7.30439382506219e-16,25,-1.734723475976807e-18,0.0
initial,4,0.06371025548492953,0.06393612387089123,0.00011293419298084555,0.6883524331847218,0.6874676896344575,0.0008847435502643768,0.9964672805874532,-2.8233548245228416e-05,0.010504612625860797,0.56,50,23,8.280382094690523e-16,27,6.1257422745431e-18,-2.1575623232461538e-17
branch1,4,0.04319935276854453,0.0722778768741906,0.014539262052823037,0.785482441513481,0.6568092968293031,0.12867314468417798,0.5976843072429872,-0.0008991950297261878,0.004219402330317246,0.56,50,23,8.280382094690523e-16,27,-3.469446951953614e-18,-8.326672684688674e-17
branch2,4,0.04319935276854504,0.07227787687419078,0.01453926205282287,0.7854824415134781,0.6568092968293024,0.12867314468417562,0.5976843072429927,-0.0008991950297261825,0.0042194023303172585,0.56,50,23,8.280382094690523e-16,27,-3.469446951953614e-18,5.551115123125783e-17
competing,4,0.08639870553708957,0.14455575374838137,0.029078524105645907,0.6121956463734932,0.4835225016893165,0.1286731446841768,0.59768430724299,-0.0008991950297261878,0.0042194023303172585,0.56,50,23,8.280382094690523e-16,27,-2.0816681711721685e-17,-5.551115123125783e-17
initial,5,0.03570341461326189,0.0359151135452135,0.00010584946597580773,0.6665017894680325,0.6653194163924024,0.001182373075629987,0.9941055753120451,-1.8412904115173508e-05,0.0035015165891047473,0.56,50,22,8.280382094690523e-16,27,-6.071532165918825e-18,8.500145032286355e-17
branch1,5,0.021018659746256614,0.04279105661598079,0.010886198434862092,0.7724689352896643,0.6302852311599206,0.1421837041297437,0.49119281944552323,-0.00029660249747874215,0.0013483661819746018,0.56,50,22,8.280382094690523e-16,27,-1.0408340855860843e-17,-2.7755575615628914e-17
branch2,5,0.021018659746256878,0.042791056615980816,0.01088619843486197,0.7724689352896619,0.6302852311599205,0.1421837041297413,0.49119281944552906,-0.00029660249747873716,0.0013483661819746072,0.56,50,22,8.280382094690523e-16,27,-3.469446951953614e-18,5.551115123125783e-17
competing,5,0.04203731949251349,0.0855821132319616,0.021772396869724063,0.633839499177674,0.4916557950479315,0.14218370412974252,0.4911928194455262,-0.00029660249747874215,0.0013483661819746072,0.56,50,22,8.280382094690523e-16,27,-1.3877787807814457e-17,0.0
initial,6,0.020226391115028806,0.020346657390141146,6.01331375561699e-05,0.6501278394080832,0.6491397727662915,0.000988066641791635,0.9940891384365368,-6.772009751672756e-06,0.0011671721567617617,0.56,50,22,8.280382094690523e-16,27,1.7618285302889447e-19,-5.421010862427522e-18
branch1,6,0.010275093956782066,0.02513457280464131,0.007429739423929622,0.7630053957382134,0.6139184963362979,0.14908689940191552,0.40880320650942925,-8.537174973830164e-05,0.00034703499001464033,0.56,50,22,8.280382094690523e-16,27,0.0,-8.326672684688674e-17
branch2,6,0.010275093956782229,0.02513457280464132,0.007429739423929547,0.7630053957382108,0.6139184963362978,0.14908689940191294,0.4088032065094356,-8.537174973830156e-05,0.00034703499001464207,0.56,50,22,8.280382094690523e-16,27,-3.469446951953614e-18,5.551115123125783e-17
competing,6,0.020550187913564295,0.050269145609282626,0.014859478847859169,0.6474808656448878,0.49839396624297366,0.1490868994019142,0.40880320650943247,-8.537174973830164e-05,0.00034703499001464207,0.56,50,22,8.280382094690523e-16,27,-6.938893903907228e-18,-2.7755575615628914e-17
initial,7,0.011409028335810433,0.01149207843462839,4.1525049408979213e-05,0.6390500396763354,0.6380139018197123,0.0010361378566232332,0.9927732742784189,-2.266411286625866e-06,0.0003890573856737813,0.56,50,21,8.280382094690523e-16,27,-1.6940658945086007e-18,-7.936359902593892e-17
branch1,7,0.005026662575375201,0.014880104617210767,0.0049267210209177825,0.7561427169983098,0.6011043169821966,0.1550384000161131,0.3378109700627518,-2.690073679651197e-05,0.00011165608515358251,0.56,50,21,8.280382094690523e-16,27,1.734723475976807e-18,1.3877787807814457e-16
branch2,7,0.005026662575375292,0.014880104617210782,0.004926721020917745,0.7561427169983073,0.6011043169821965,0.15503840001611066,0.33781097006275757,-2.690073679651137e-05,0.00011165608515358219,0.56,50,21,8.280382094690523e-16,27,0.0,1.3877787807814457e-16
competing,7,0.010053325150750494,0.029760209234421547,0.009853442041835529,0.6571216912040306,0.5020832911879187,0.15503840001611183,0.33781097006275473,-2.690073679651197e-05,0.00011165608515358251,0.56,50,21,8.280382094690523e-16,27,-3.469446951953614e-18,8.326672684688674e-17
initial,8,0.006446849602900663,0.006495633876238018,2.4392136668678253e-05,0.6305204626444804,0.6295781298909607,0.0009423327535196725,0.9924896824133185,-7.554996164144172e-07,0.00012968579522432022,0.56,50,21,8.280382094690523e-16,27,-1.5178830414797062e-18,-4.672911363412524e-17
branch1,8,0.0024580578293246554,0.008783137367266169,0.0031625397689707567,0.7510479676414837,0.5918652005048705,0.15918276713661322,0.2798610253422176,-7.664474298182585e-06,2.858514400163921e-05,0.56,50,21,8.280382094690523e-16,27,0.0,5.551115123125783e-17
branch2,8,0.0024580578293246945,0.008783137367266165,0.003162539768970736,0.7510479676414817,0.5918652005048706,0.1591827671366112,0.2798610253422221,-7.664474298182562e-06,2.858514400163916e-05,0.56,50,21,8.280382094690523e-16,27,-8.673617379884035e-19,-2.7755575615628914e-17
competing,8,0.00491611565864935,0.017566274734532334,0.0063250795379414925,0.6644045700714896,0.5052218029348773,0.15918276713661222,0.27986102534221985,-7.664474298182585e-06,2.858514400163921e-05,0.56,50,21,8.280382094690523e-16,27,0.0,5.551115123125783e-17
initial,9,0.003640287095121091,0.003670308989454432,1.501094716667081e-05,0.6239658586841921,0.623053269683098,0.0009125890010941497,0.9918203359936179,-2.5183315821278306e-07,4.3228598408306583e-05,0.56,50,20,8.280382094690523e-16,27,-4.2690460541616737e-19,-1.1676857397668883e-16
branch1,9,0.0012018081590719678,0.0051905805451261154,0.001994386193027074,0.7471031174493796,0.5845455255171358,0.16255759193224384,0.23153636642830816,-2.250493543723379e-06,9.200460122880743e-06,0.56,50,20,8.280382094690523e-16,27,0.0,0.0
branch2,9,0.0012018081590719895,0.005190580545126108,0.0019943861930270595,0.7471031174493776,0.584545525517136,0.16255759193224167,0.23153636642831268,-2.2504935437234143e-06,9.200460122880762e-06,0.56,50,20,8.280382094690523e-16,27,-8.673617379884035e-19,-5.551115123125783e-17
competing,9,0.0024036163181439573,0.010381161090252222,0.003988772386054133,0.6700867640538292,0.5075291721215864,0.16255759193224273,0.23153636642831044,-2.2504935437234143e-06,9.200460122880762e-06,0.56,50,20,8.280382094690523e-16,27,0.0,0.0
initial,4,0.05913137517152157,0.05983104355440246,0.00034983419144044524,0.706998403167906,0.7040576574349884,0.0029407457329175867,0.9883059304783025,-8.437000970648978e-05,0.010283564938964264,0.58,50,23,8.877452630560234e-16,28,3.686287386450715e-18,-4.336808689942018e-18
branch1,4,0.04934128662803942,0.07241881167230908,0.011538762522134835,0.7522485228616779,0.6563222959030846,0.0959262269585934,0.6813324533866404,-0.0007315547104036773,0.0042839177275625405,0.58,50,23,8.877452630560234e-16,28,-3.469446951953614e-18,-8.326672684688674e-17
branch2,4,0.04934128662803996,0.07241881167230937,0.011538762522134701,0.7522485228616752,0.6563222959030836,0.09592622695859167,0.6813324533866452,-0.0007315547104036947,0.004283917727562552,0.58,50,23,8.877452630560234e-16,28,1.3877787807814457e-17,-1.3877787807814457e-17
competing,4,0.09868257325607938,0.14483762334461847,0.023077525044269534,0.5789617277216902,0.4830355007630977,0.09592622695859253,0.6813324533866427,-0.0007315547104036947,0.004283917727562552,0.58,50,23,8.877452630560234e-16,28,2.7755575615628914e-17,-4.163336342344337e-17
initial,5,0.03267866292956992,0.0335730370510804,0.00044718706075524007,0.6842065847710369,0.6788064005762402,0.0054001841947968554,0.9733603450843689,-3.695672075793345e-05,0.0034278173756144567,0.58,50,22,8.877452630560234e-16,28,-1.5178830414797062e-18,-1.465841337200402e-16
branch1,5,0.02492752017642029,0.0428084665416256,0.008940473182602658,0.738356571571514,0.6302038759128694,0.1081526956586446,0.5823035065313904,-0.0002563314200463596,0.0013638943038847432,0.58,50,22,8.877452630560234e-16,28,-3.469446951953614e-18,0.0
branch2,5,0.02492752017642056,0.04280846654162573,0.008940473182602585,0.7383565715715119,0.6302038759128689,0.10815269565864302,0.582303506531395,-0.0002563314200463549,0.0013638943038847486,0.58,50,22,8.877452630560234e-16,28,-3.469446951953614e-18,2.7755575615628914e-17
competing,5,0.04985504035284085,0.08561693308325133,0.017880946365205243,0.5997271354595239,0.4915744398008801,0.10815269565864383,0.5823035065313927,-0.0002563314200463596,0.0013638943038847486,0.58,50,22,8.877452630560234e-16,28,-6.938893903907228e-18,0.0
initial,6,0.018407111187583848,0.019014689018008443,0.0003037889152122984,0.6658363685740574,0.6604239153828991,0.005412453191158187,0.9680469225739547,-1.3118980110093637e-05,0.0011426057019026667,0.58,50,22,8.877452630560234e-16,28,-1.6263032587282567e-18,5.2909066017292616e-17
branch1,6,0.012657295268006855,0.025383973884194274,0.006363339308093709,0.7282535881680884,0.6122728755885302,0.1159807125795581,0.4986333237558252,-7.938405707815962e-05,0.0003604644570282389,0.58,50,22,8.877452630560234e-16,28,0.0,1.249000902703301e-16
branch2,6,0.012657295268007029,0.025383973884194336,0.006363339308093652,0.7282535881680859,0.6122728755885297,0.11598071257955622,0.4986333237558308,-7.938405707815984e-05,0.0003604644570282409,0.58,50,22,8.877452630560234e-16,28,3.469446951953614e-18,0.0
competing,6,0.025314590536013884,0.05076794776838861,0.012726678616187362,0.612729058074763,0.49674834549520575,0.11598071257955715,0.49863332375582803,-7.938405707815984e-05,0.0003604644570282409,0.58,50,22,8.877452630560234e-16,28,3.469446951953614e-18,6.938893903907228e-17
initial,7,0.010282956043314244,0.01070935611425056,0.00021320003546815758,0.6538953582055622,0.6480910737687234,0.005804284436838751,0.9601843410203793,-6.482865157255693e-06,0.00038086856748102503,0.58,50,21,8.877452630560234e-16,28,1.0842021724855044e-18,2.949029909160572e-17
branch1,7,0.006432969685914804,0.015125390536352593,0.004346210425218895,0.7209027141203578,0.5987686364018974,0.12213407771846031,0.4253093280767665,-2.4677383993798145e-05,0.00011598297038324835,0.58,50,21,8.877452630560234e-16,28,-1.734723475976807e-18,9.71445146547012e-17
branch2,7,0.00643296968591493,0.015125390536352631,0.00434621042521885,0.7209027141203549,0.598768636401897,0.12213407771845788,0.42530932807677374,-2.4677383993797677e-05,0.0001159829703832482,0.58,50,21,8.877452630560234e-16,28,1.734723475976807e-18,-2.7755575615628914e-17
competing,7,0.012865939371829734,0.030250781072705225,0.008692420850437746,0.6218816883260784,0.49974761060761935,0.12213407771845912,0.4253093280767701,-2.4677383993798145e-05,0.00011598297038324835,0.58,50,21,8.877452630560234e-16,28,0.0,-9.71445146547012e-17
initial,8,0.005765554578200309,0.006027892189305054,0.0001311688055523726,0.6444817415568692,0.6389197354204645,0.005562006136404626,0.956479379048916,-2.22032844521559e-06,0.00012695618916041667,0.58,50,21,8.877452630560234e-16,28,2.168404344971009e-19,4.7704895589362195e-17
branch1,8,0.0032680280742578894,0.009003950940588538,0.002867961433165325,0.7154460639208864,0.5887614755720753,0.1266845883488111,0.36295489566986433,-6.696367668287235e-06,3.0424656781598016e-05,0.58,50,21,8.877452630560234e-16,28,-8.673617379884035e-19,2.7755575615628914e-17
branch2,8,0.003268028074257955,0.009003950940588538,0.0028679614331652923,0.7154460639208838,0.5887614755720753,0.12668458834880858,0.3629548956698716,-6.696367668287197e-06,3.0424656781597968e-05,0.58,50,21,8.877452630560234e-16,28,-1.734723475976807e-18,0.0
competing,8,0.006536056148515844,0.018007901881177076,0.0057359228663306176,0.628802666350892,0.5021180780020821,0.12668458834880986,0.36295489566986794,-6.696367668287235e-06,3.0424656781598016e-05,0.58,50,21,8.877452630560234e-16,28,-3.469446951953614e-18,5.551115123125783e-17
initial,9,0.00322756337404942,0.003394904842706977,8.367073432877863e-05,0.6373364221988498,0.631719949669114,0.005616472529735679,0.9507080532707584,-7.593514084566629e-07,4.231872972036811e-05,0.58,50,20,8.877452630560234e-16,28,-3.7947076036992655e-19,5.984795992119984e-17
branch1,9,0.0016598582653946626,0.0053611353310348666,0.001850638532820102,0.7112247847279258,0.5809532789819535,0.1302715057459724,0.30960946943196416,-2.13243555473984e-06,9.797352526245342e-06,0.58,50,20,8.877452630560234e-16,28,0.0,-5.551115123125783e-17
branch2,9,0.0016598582653947042,0.005361135331034866,0.001850638532820081,0.711224784727923,0.5809532789819535,0.1302715057459696,0.309609469431972,-2.132435554739877e-06,9.79735252624536e-06,0.58,50,20,8.877452630560234e-16,28,-4.336808689942018e-19,-2.7755575615628914e-17
competing,9,0.003319716530789367,0.010722270662069731,0.0037012770656401827,0.6342084313323749,0.5039369255864039,0.13027150574597102,0.3096094694319681,-2.132435554739877e-06,9.79735252624536e-06,0.58,50,20,8.877452630560234e-16,28,-8.673617379884035e-19,0.0
