branch,block_length,probability,unsigned_weight,negative_mass,physical_rate,support_rate,sign_cost,surviving_fraction,minimum_wigner,maximum_wigner,time,n_sites,block_start,cumulative_discarded_weight,maximum_bond,identity_A_minus_P_minus_2nu,identity_r_minus_s_minus_q
competing,5,0.0012230181475886641,0.06434824786350019,0.031562614857955765,1.341286716760568,0.5486891147078263,0.7925976020527414,0.019006238525453127,-0.00030920908308876413,0.00040249492721483766,0.34,100,47,5.419699820623236e-16,14,-1.3877787807814457e-17,2.220446049250313e-16
initial,6,0.08257547019753678,0.08257547019753678,0.0,0.4156737689223246,0.4156737689223246,0.0,1.0,2.549323108152678e-05,0.0013469022363105934,0.34,100,47,5.419699820623236e-16,14,0.0,0.0
branch1,6,0.00014206265981518245,0.016357374922605687,0.00810765613139525,1.4765403885647093,0.6855127362892648,0.7910276522754446,0.008684930221832456,-6.996412931818905e-05,9.103669342570451e-05,0.34,100,47,5.419699820623236e-16,14,3.469446951953614e-18,-1.1102230246251565e-16
branch2,6,0.00014206265981517985,0.016357374922605732,0.008107656131395276,1.4765403885647126,0.6855127362892643,0.7910276522754481,0.008684930221832272,-6.99641293181889e-05,9.103669342570444e-05,0.34,100,47,5.419699820623236e-16,14,0.0,1.1102230246251565e-16
competing,6,0.0002841253196303623,0.032714749845211416,0.016215312262790528,1.3610158584713867,0.5699882061959404,0.7910276522754464,0.008684930221832365,-6.996412931818905e-05,9.103669342570451e-05,0.34,100,47,5.419699820623236e-16,14,0.0,0.0
initial,7,0.0551296346048925,0.0551296346048925,0.0,0.4140096963262881,0.4140096963262881,0.0,1.0,4.5286598634023425e-06,0.00044896741210356307,0.34,100,46,5.419699820623236e-16,14,0.0,0.0
branch1,7,3.300149805181276e-05,0.008316081836699879,0.004141540169324033,1.4741368002883803,0.6842234383088271,0.7899133619795531,0.003968395056692822,-1.582421338462705e-05,2.058977800481381e-05,0.34,100,46,5.419699820623236e-16,14,0.0,1.1102230246251565e-16
branch2,7,3.3001498051812565e-05,0.008316081836699903,0.004141540169324045,1.474136800288381,0.6842234383088268,0.7899133619795542,0.003968395056692786,-1.582421338462707e-05,2.0589778004813794e-05,0.34,100,46,5.419699820623236e-16,14,0.0,0.0
competing,7,6.600299610362532e-05,0.016632163673399782,0.008283080338648078,1.3751157744941025,0.5852024125145491,0.7899133619795536,0.003968395056692804,-1.582421338462707e-05,2.058977800481381e-05,0.34,100,46,5.419699820623236e-16,14,0.0,-2.220446049250313e-16
initial,8,0.03680605139990374,0.03680605139990374,0.0,0.4127616258889108,0.4127616258889108,0.0,1.0,8.044850770106406e-07,0.00014965580403452917,0.34,100,46,5.419699820623236e-16,14,0.0,0.0
branch1,8,7.66604254454299e-06,0.004227875136754131,0.0021101045471047944,1.4723387551563132,0.6832569679839272,0.7890817871723861,0.0018132140369756626,-3.578977382220634e-06,4.65686368812436e-06,0.34,100,46,5.419699820623236e-16,14,-8.673617379884035e-19,-1.1102230246251565e-16
branch2,8,7.666042544543122e-06,0.004227875136754147,0.0021101045471048022,1.4723387551563112,0.6832569679839268,0.7890817871723843,0.0018132140369756871,-3.578977382220644e-06,4.656863688124361e-06,0.34,100,46,5.419699820623236e-16,14,-8.673617379884035e-19,1.1102230246251565e-16
competing,8,1.533208508908611e-05,0.008455750273508278,0.004220209094209597,1.385695357586319,0.5966135704139338,0.7890817871723852,0.0018132140369756748,-3.578977382220644e-06,4.656863688124361e-06,0.34,100,46,5.419699820623236e-16,14,-1.734723475976807e-18,-1.1102230246251565e-16
initial,9,0.024572725959779215,0.024572725959779215,0.0,0.41179090576991284,0.41179090576991284,0.0,1.0,1.429055587546893e-07,4.988526801150711e-05,0.34,100,45,5.419699820623236e-16,14,0.0,0.0
branch1,9,1.7807729743664114e-06,0.002149440949733327,0.0010738300883794804,1.4709403369621978,0.6825052771149283,0.7884350598472696,0.0008284819243754266,-8.094717153396142e-07,1.0532660098587103e-06,0.34,100,45,5.419699820623236e-16,14,0.0,0.0
branch2,9,1.780772974366426e-06,0.0021494409497333365,0.0010738300883794852,1.4709403369621967,0.6825052771149278,0.7884350598472691,0.0008284819243754298,-8.094717153396131e-07,1.0532660098587112e-06,0.34,100,45,5.419699820623236e-16,14,0.0,-2.220446049250313e-16
competing,9,3.5615459487328376e-06,0.0042988818994666635,0.0021476601767589656,1.3939239835666477,0.6054889237193785,0.7884350598472694,0.0008284819243754283,-8.094717153396142e-07,1.0532660098587112e-06,0.34,100,45,5.419699820623236e-16,14,0.0,-1.1102230246251565e-16
initial,4,0.16187056054557808,0.16187056054557808,0.0,0.45523956802636867,0.45523956802636867,0.0,1.0,0.0006713241651119798,0.012050353352627068,0.36000000000000004,100,48,6.148121041194169e-16,14,0.0,0.0
branch1,4,0.0038554686064870493,0.06868244415119051,0.03241348777235173,1.3895656803128589,0.6695654140153672,0.7200002662974917,0.056134703039979396,-0.0013264273040111123,0.0017547790839730518,0.36000000000000004,100,48,6.148121041194169e-16,14,0.0,0.0
branch2,4,0.003855468606486999,0.06868244415119067,0.03241348777235183,1.3895656803128622,0.6695654140153666,0.7200002662974956,0.05613470303997854,-0.0013264273040111158,0.0017547790839730509,0.36000000000000004,100,48,6.148121041194169e-16,14,0.0,0.0
competing,4,0.007710937212974048,0.1373648883023812,0.06482697554470357,1.2162788851728743,0.4962786188753806,0.7200002662974937,0.056134703039978966,-0.0013264273040111158,0.0017547790839730518,0.36000000000000004,100,48,6.148121041194169e-16,14,0.0,0.0
initial,5,0.10510132871273126,0.10510132871273126,0.0,0.45056607176250607,0.45056607176250607,0.0,1.0,0.00011569877734160351,0.004016784445338188,0.36000000000000004,100,47,6.148121041194169e-16,14,0.0,0.0
branch1,5,0.0009873319179534521,0.03593596306094451,0.017474315571495525,1.3841008570687392,0.6652033456677814,0.7188975114009579,0.02747475881692711,-0.0002859713617001002,0.00039635599738830924,0.36000000000000004,100,47,6.148121041194169e-16,14,6.938893903907228e-18,-1.1102230246251565e-16
branch2,5,0.0009873319179534378,0.0359359630609446,0.017474315571495577,1.3841008570687423,0.6652033456677808,0.7188975114009614,0.027474758816926643,-0.00028597136170010025,0.0003963559973883094,0.36000000000000004,100,47,6.148121041194169e-16,14,6.938893903907228e-18,1.1102230246251565e-16
competing,5,0.00197466383590689,0.07187192612188911,0.0349486311429911,1.245471420956752,0.5265739095557921,0.7188975114009597,0.027474758816926875,-0.00028597136170010025,0.0003963559973883094,0.36000000000000004,100,47,6.148121041194169e-16,14,2.7755575615628914e-17,1.1102230246251565e-16
initial,6,0.06824016164745633,0.06824016164745633,0.0,0.4474536678322571,0.4474536678322571,0.0,1.0,1.9958864661244223e-05,0.001338928148445214,0.36000000000000004,100,47,6.148121041194169e-16,14,0.0,0.0
branch1,6,0.00025310109852853325,0.018805935400310052,0.009276417150890759,1.3802869250213554,0.6622637910317629,0.7180231339895927,0.013458575345545449,-6.45831893038774e-05,8.945275668693023e-05,0.36000000000000004,100,47,6.148121041194169e-16,14,0.0,-2.220446049250313e-16
branch2,6,0.00025310109852852766,0.018805935400310114,0.009276417150890795,1.3802869250213592,0.6622637910317624,0.7180231339895968,0.013458575345545107,-6.45831893038772e-05,8.945275668693004e-05,0.36000000000000004,100,47,6.148121041194169e-16,14,-3.469446951953614e-18,0.0
competing,6,0.0005062021970570609,0.037611870800620166,0.018552834301781555,1.2647623949280333,0.5467392609384384,0.7180231339895947,0.013458575345545277,-6.45831893038774e-05,8.945275668693023e-05,0.36000000000000004,100,47,6.148121041194169e-16,14,-6.938893903907228e-18,2.220446049250313e-16
initial,7,0.04430694085997751,0.04430694085997751,0.0,0.445230562235579,0.445230562235579,0.0,1.0,3.448617823683468e-06,0.00044630938281515115,0.36000000000000004,100,46,6.148121041194169e-16,14,0.0,0.0
branch1,7,6.487849486128648e-05,0.009841562012312809,0.004888341758725762,1.37757062103357,0.6601629770610441,0.7174076439725262,0.006592296505383678,-1.4574339843366745e-05,2.01855825030886e-05,0.36000000000000004,100,46,6.148121041194169e-16,14,-1.734723475976807e-18,-2.220446049250313e-16
branch2,7,6.487849486128488e-05,0.009841562012312855,0.004888341758725786,1.3775706210335736,0.6601629770610433,0.7174076439725303,0.006592296505383483,-1.4574339843366715e-05,2.0185582503088496e-05,0.36000000000000004,100,46,6.148121041194169e-16,14,-1.734723475976807e-18,0.0
competing,7,0.00012975698972257136,0.019683124024625666,0.009776683517451548,1.278549595239294,0.5611419512667658,0.7174076439725282,0.00659229650538358,-1.4574339843366745e-05,2.01855825030886e-05,0.36000000000000004,100,46,6.148121041194169e-16,14,-3.469446951953614e-18,0.0
initial,8,0.028767600110637677,0.028767600110637677,0.0,0.44356319016022927,0.44356319016022927,0.0,1.0,5.958079395471514e-07,0.00014876979427173344,0.36000000000000004,100,46,6.148121041194169e-16,14,0.0,0.0
branch1,8,1.6629712461054745e-05,0.005150282478678165,0.002566826383108555,1.3755399444105574,0.6585879644477427,0.7169519799628148,0.003228893275252508,-3.288729905147576e-06,4.555028150683825e-06,0.36000000000000004,100,46,6.148121041194169e-16,14,0.0,-1.1102230246251565e-16
branch2,8,1.66297124610545e-05,0.005150282478678191,0.002566826383108568,1.3755399444105594,0.658587964447742,0.7169519799628172,0.0032288932752524446,-3.2887299051475768e-06,4.555028150683809e-06,0.36000000000000004,100,46,6.148121041194169e-16,14,8.673617379884035e-19,1.1102230246251565e-16
competing,8,3.3259424922109246e-05,0.010300564957356356,0.0051336527662171234,1.288896546840565,0.5719445668777492,0.716951979962816,0.0032288932752524762,-3.2887299051475768e-06,4.555028150683825e-06,0.36000000000000004,100,46,6.148121041194169e-16,14,0.0,-1.1102230246251565e-16
initial,9,0.018678219507900003,0.018678219507900003,0.0,0.44226635179412843,0.44226635179412843,0.0,1.0,1.0291736922704997e-07,4.958993142390608e-05,0.36000000000000004,100,45,6.148121041194169e-16,14,0.0,0.0
branch1,9,4.26253485405016e-06,0.00269524243088479,0.0013454899480153698,1.3739607264983118,0.6573630136517279,0.716597712846584,0.0015815033205198027,-7.421262154733363e-07,1.0278857875101126e-06,0.36000000000000004,100,45,6.148121041194169e-16,14,4.336808689942018e-19,-1.1102230246251565e-16
branch2,9,4.262534854050062e-06,0.002695242430884805,0.0013454899480153776,1.3739607264983145,0.6573630136517272,0.7165977128465871,0.0015815033205197576,-7.421262154733336e-07,1.0278857875101096e-06,0.36000000000000004,100,45,6.148121041194169e-16,14,-4.336808689942018e-19,1.1102230246251565e-16
competing,9,8.525069708100222e-06,0.005390484861769595,0.0026909798960307475,1.2969443731027637,0.5803466602561781,0.7165977128465856,0.0015815033205197802,-7.421262154733363e-07,1.0278857875101126e-06,0.36000000000000004,100,45,6.148121041194169e-16,14,0.0,0.0
initial,4,0.1426124920261904,0.1426124920261904,0.0,0.48690604324301706,0.48690604324301706,0.0,1.0,0.0005783303760166485,0.011964035047315129,0.38,100,48,6.26916585819222e-16,15,0.0,0.0
branch1,4,0.005471103058060268,0.07279459174915195,0.03366174434554584,1.3020687567313898,0.6550284039247685,0.6470403528066212,0.07515809796576,-0.001436062018042616,0.0020060527067931877,0.38,100,48,6.26916585819222e-16,15,0.0,1.1102230246251565e-16
branch2,4,0.005471103058060204,0.07279459174915207,0.03366174434554594,1.3020687567313927,0.655028403924768,0.6470403528066246,0.07515809796575902,-0.00143606201804262,0.002006052706793187,0.38,100,48,6.26916585819222e-16,15,-1.3877787807814457e-17,0.0
competing,4,0.010942206116120472,0.14558918349830402,0.06732348869109178,1.1287819615914048,0.4817416087847819,0.6470403528066229,0.07515809796575952,-0.00143606201804262,0.0020060527067931877,0.38,100,48,6.26916585819222e-16,15,-2.7755575615628914e-17,0.0
initial,5,0.09033428044940207,0.09033428044940207,0.0,0.4808476524291564,0.4808476524291564,0.0,1.0,9.745517648976469e-05,0.003988011666229444,0.38,100,47,6.26916585819222e-16,15,0.0,0.0
branch1,5,0.0015340275932285018,0.03900460736563905,0.01873528988620527,1.2959717176871624,0.6488151004499393,0.647156617237223,0.03932939457249599,-0.0003106396098423249,0.00047167106957495415,0.38,100,47,6.26916585819222e-16,15,6.938893903907228e-18,1.1102230246251565e-16
branch2,5,0.0015340275932284775,0.03900460736563912,0.018735289886205316,1.2959717176871655,0.648815100449939,0.6471566172372265,0.039329394572495305,-0.0003106396098423254,0.0004716710695749533,0.38,100,47,6.26916585819222e-16,15,6.938893903907228e-18,0.0
competing,5,0.0030680551864569793,0.07800921473127817,0.037470579772410584,1.1573422815751748,0.5101856643379501,0.6471566172372247,0.03932939457249565,-0.0003106396098423254,0.00047167106957495415,0.38,100,47,6.26916585819222e-16,15,2.7755575615628914e-17,0.0
initial,6,0.05721625513569196,0.05721625513569196,0.0,0.47681954004569244,0.47681954004569244,0.0,1.0,1.6492235716254408e-05,0.00132933722207398,0.38,100,47,6.26916585819222e-16,15,0.0,0.0
branch1,6,0.0004306772916824925,0.020903710899275868,0.010236516803796688,1.2916919152507973,0.6446380967971862,0.6470538184536111,0.020602910830412016,-7.32465985189016e-05,0.00011089486122122017,0.38,100,47,6.26916585819222e-16,15,0.0,0.0
branch2,6,0.0004306772916824822,0.020903710899275924,0.01023651680379672,1.2916919152508013,0.6446380967971858,0.6470538184536155,0.020602910830411467,-7.324659851890207e-05,0.0001108948612212198,0.38,100,47,6.26916585819222e-16,15,3.469446951953614e-18,0.0
competing,6,0.0008613545833649746,0.04180742179855179,0.020473033607593408,1.176167385157475,0.5291135667038618,0.6470538184536133,0.02060291083041174,-7.324659851890207e-05,0.00011089486122122017,0.38,100,47,6.26916585819222e-16,15,0.0,-1.1102230246251565e-16
initial,7,0.03623997852215865,0.03623997852215865,0.0,0.4739417700661715,0.4739417700661715,0.0,1.0,2.8025756853930464e-06,0.00044311240735818436,0.38,100,46,6.26916585819222e-16,15,0.0,0.0
branch1,7,0.00012090614290768487,0.011203195770678206,0.005541144813885261,1.2886422845443721,0.6416508863877366,0.6469913981566358,0.01079211194578327,-1.7270698475691784e-05,2.462761616791059e-05,0.38,100,46,6.26916585819222e-16,15,0.0,-2.220446049250313e-16
branch2,7,0.00012090614290768194,0.011203195770678246,0.005541144813885281,1.2886422845443757,0.641650886387736,0.6469913981566398,0.01079211194578297,-1.7270698475691753e-05,2.4627616167910406e-05,0.38,100,46,6.26916585819222e-16,15,1.734723475976807e-18,-1.1102230246251565e-16
competing,7,0.0002418122858153668,0.02240639154135645,0.011082289627770543,1.189621258750096,0.5426298605934584,0.6469913981566376,0.01079211194578312,-1.7270698475691784e-05,2.462761616791059e-05,0.38,100,46,6.26916585819222e-16,15,0.0,0.0
initial,8,0.022953907528935932,0.022953907528935932,0.0,0.4717833867837372,0.4717833867837372,0.0,1.0,4.7588386060136456e-07,0.0001477041357860936,0.38,100,46,6.26916585819222e-16,15,0.0,0.0
branch1,8,3.394013665202177e-05,0.006004247733105059,0.0029851537982265187,1.286364033985498,0.6394110130898583,0.6469530208956398,0.005652687590635078,-3.7029992990552736e-06,5.462654686452982e-06,0.38,100,46,6.26916585819222e-16,15,0.0,0.0
branch2,8,3.3940136652021144e-05,0.006004247733105083,0.0029851537982265304,1.2863640339855003,0.6394110130898578,0.6469530208956425,0.005652687590634952,-3.702999299055284e-06,5.4626546864529555e-06,0.38,100,46,6.26916585819222e-16,15,8.673617379884035e-19,-1.1102230246251565e-16
competing,8,6.788027330404291e-05,0.012008495466210141,0.0059703075964530495,1.199720636415506,0.5527676155198649,0.6469530208956411,0.005652687590635016,-3.702999299055284e-06,5.462654686452982e-06,0.38,100,46,6.26916585819222e-16,15,-1.734723475976807e-18,0.0
initial,9,0.014538688935039719,0.014538688935039719,0.0,0.47010466449687477,0.47010466449687477,0.0,1.0,8.075596972705841e-08,4.9234711928688876e-05,0.38,100,45,6.26916585819222e-16,15,0.0,0.0
branch1,9,9.527459388194169e-06,0.0032179164370549325,0.0016041944888333694,1.2845924963105935,0.6376690220114524,0.646923474299141,0.002960754132234021,-8.521506302043977e-07,1.284416327726775e-06,0.38,100,45,6.26916585819222e-16,15,-4.336808689942018e-19,1.1102230246251565e-16
branch2,9,9.52745938819397e-06,0.003217916437054945,0.0016041944888333754,1.2845924963105957,0.6376690220114518,0.6469234742991438,0.0029607541322339472,-8.521506302043989e-07,1.2844163277267674e-06,0.38,100,45,6.26916585819222e-16,15,4.336808689942018e-19,1.1102230246251565e-16
competing,9,1.9054918776388138e-05,0.006435832874109877,0.003208388977666745,1.2075761429150451,0.5606526686159027,0.6469234742991424,0.002960754132233984,-8.521506302043989e-07,1.284416327726775e-06,0.38,100,45,6.26916585819222e-16,15,-8.673617379884035e-19,0.0
initial,4,0.12680555519968925,0.12680555519968925,0.0,0.516275106803893,0.516275106803893,0.0,1.0,0.0005180343945810359,0.01186226564852449,0.4,100,48,6.970823292967339e-16,15,0.0,0.0
branch1,4,0.0075457496780620675,0.07548310550774817,0.03396867791484305,1.221692707697202,0.6459616039690682,0.5757311037281337,0.09996607356446818,-0.0015005794075928036,0.002266330168326777,0.4,100,48,6.970823292967339e-16,15,0.0,0.0
branch2,4,0.007545749678061939,0.07548310550774827,0.03396867791484317,1.2216927076972062,0.6459616039690679,0.5757311037281383,0.09996607356446635,-0.0015005794075928145,0.002266330168326777,0.4,100,48,6.970823292967339e-16,15,-1.3877787807814457e-17,0.0
competing,4,0.015091499356124007,0.15096621101549645,0.06793735582968621,1.0484059125572176,0.47267480882908164,0.5757311037281361,0.09996607356446727,-0.0015005794075928145,0.002266330168326777,0.4,100,48,6.970823292967339e-16,15,2.7755575615628914e-17,-1.1102230246251565e-16
initial,5,0.07861500396409832,0.07861500396409832,0.0,0.5086385415271402,0.5086385415271402,0.0,1.0,8.565822756691658e-05,0.003954088505209688,0.4,100,47,6.970823292967339e-16,15,0.0,0.0
branch1,5,0.0023004238275622104,0.04122412743875472,0.019461851805596255,1.214932380034011,0.6377463153176268,0.5771860647163842,0.05580285067233677,-0.0003360261787725204,0.0005653788756812361,0.4,100,47,6.970823292967339e-16,15,0.0,0.0
branch2,5,0.0023004238275621623,0.04122412743875477,0.0194618518055963,1.2149323800340153,0.6377463153176265,0.5771860647163887,0.055802850672335536,-0.00033602617877252186,0.0005653788756812352,0.4,100,47,6.970823292967339e-16,15,6.938893903907228e-18,1.1102230246251565e-16
competing,5,0.004600847655124373,0.08244825487750948,0.03892370361119256,1.076302943922024,0.49911687920563763,0.5771860647163864,0.05580285067233616,-0.00033602617877252186,0.0005653788756812361,0.4,100,47,6.970823292967339e-16,15,-1.3877787807814457e-17,-1.1102230246251565e-16
initial,6,0.04873034716224375,0.04873034716224375,0.0,0.5035755496587593,0.5035755496587593,0.0,1.0,1.4346535684249049e-05,0.001318029501727098,0.4,100,47,6.970823292967339e-16,15,0.0,0.0
branch1,6,0.0007024339796415399,0.022518532763932092,0.010908049392145276,1.2101598567217735,0.6322361050686122,0.5779237516531613,0.03119359449415939,-8.407454441672262e-05,0.00014102285101231886,0.4,100,47,6.970823292967339e-16,15,0.0,0.0
branch2,6,0.0007024339796415166,0.022518532763932134,0.010908049392145309,1.210159856721779,0.6322361050686118,0.5779237516531673,0.031193594494158296,-8.407454441672342e-05,0.00014102285101231816,0.4,100,47,6.970823292967339e-16,15,0.0,-1.1102230246251565e-16
competing,6,0.0014048679592830564,0.045037065527864226,0.021816098784290583,1.094635326628452,0.5167115749752877,0.5779237516531643,0.03119359449415884,-8.407454441672342e-05,0.00014102285101231886,0.4,100,47,6.970823292967339e-16,15,0.0,0.0
initial,7,0.0302066351184993,0.0302066351184993,0.0,0.4999562389746499,0.4999562389746499,0.0,1.0,2.4238765140182196e-06,0.0004393431672427999,0.4,100,46,6.970823292967339e-16,15,0.0,0.0
branch1,7,0.00021447962363831246,0.012301249141712836,0.0060433847590372625,1.2067565455430953,0.6282934950747764,0.5784630504683187,0.017435597081846287,-2.1034202712779704e-05,3.0847633547669585e-05,0.4,100,46,6.970823292967339e-16,15,-1.734723475976807e-18,2.220446049250313e-16
branch2,7,0.0002144796236383043,0.012301249141712874,0.006043384759037285,1.2067565455431006,0.6282934950747759,0.5784630504683247,0.01743559708184557,-2.103420271277971e-05,3.084763354766937e-05,0.4,100,46,6.970823292967339e-16,15,0.0,0.0
competing,7,0.00042895924727661674,0.02460249828342571,0.012086769518074547,1.1077355197488201,0.5292724692804983,0.5784630504683218,0.017435597081845926,-2.103420271277971e-05,3.0847633547669585e-05,0.4,100,46,6.970823292967339e-16,15,0.0,0.0
initial,8,0.01872426281400686,0.01872426281400686,0.0,0.49724188992903023,0.49724188992903023,0.0,1.0,4.082926525215455e-07,0.00014644772241433123,0.4,100,46,6.970823292967339e-16,15,0.0,0.0
branch1,8,6.548246228730222e-05,0.006719821758162546,0.0033271696479376216,1.2042160253142193,0.6253367061102254,0.5788793192039939,0.009744672499350283,-4.4233455116315224e-06,7.404986964661017e-06,0.4,100,46,6.970823292967339e-16,15,0.0,0.0
branch2,8,6.548246228729993e-05,0.0067198217581625665,0.0033271696479376337,1.2042160253142238,0.625336706110225,0.5788793192039987,0.009744672499349911,-4.423345511631537e-06,7.404986964660974e-06,0.4,100,46,6.970823292967339e-16,15,-8.673617379884035e-19,1.1102230246251565e-16
competing,8,0.00013096492457460217,0.013439643516325112,0.006654339295875255,1.1175726277442284,0.538693308540232,0.5788793192039963,0.009744672499350097,-4.423345511631537e-06,7.404986964661017e-06,0.4,100,46,6.970823292967339e-16,15,0.0,1.1102230246251565e-16
initial,9,0.011606652850390054,0.011606652850390054,0.0,0.4951307581872353,0.4951307581872353,0.0,1.0,6.866428361510309e-08,4.881590747142879e-05,0.4,100,45,6.970823292967339e-16,15,0.0,0.0
branch1,9,1.999220796148196e-05,0.00367084002061304,0.0018254239063257788,1.202240884694526,0.6230371949618003,0.5792036897327255,0.005446221532188485,-1.1066531569477816e-06,1.8470389513534933e-06,0.4,100,45,6.970823292967339e-16,15,0.0,2.220446049250313e-16
branch2,9,1.9992207961481187e-05,0.00367084002061305,0.0018254239063257845,1.2022408846945303,0.6230371949618001,0.5792036897327302,0.005446221532188259,-1.1066531569477884e-06,1.8470389513534808e-06,0.4,100,45,6.970823292967339e-16,15,0.0,0.0
competing,9,3.9984415922963146e-05,0.00734168004122609,0.0036508478126515633,1.1252245312989786,0.5460208415662507,0.579203689732728,0.005446221532188372,-1.1066531569477884e-06,1.8470389513534933e-06,0.4,100,45,6.970823292967339e-16,15,0.0,-1.1102230246251565e-16
initial,4,0.11381028769182,0.11381028769182,0.0,0.5433055899665087,0.5433055899665087,0.0,1.0,0.00045356463638436523,0.01174447802214369,0.42000000000000004,100,48,7.4693843014237e-16,16,0.0,0.0
branch1,4,0.010135500826871213,0.07669754506697729,0.03328102212005304,1.1479277711805622,0.6419713945176522,0.5059563766629102,0.13214896015276933,-0.0015106240881823346,0.002546282130367827,0.42000000000000004,100,48,7.4693843014237e-16,16,0.0,-1.1102230246251565e-16
branch2,4,0.010135500826871036,0.07669754506697737,0.03328102212005317,1.1479277711805667,0.6419713945176518,0.5059563766629148,0.1321489601527669,-0.0015106240881823478,0.002546282130367822,0.42000000000000004,100,48,7.4693843014237e-16,16,0.0,0.0
competing,4,0.020271001653742248,0.15339509013395466,0.0665620442401062,0.9746409760405781,0.46868459937766566,0.5059563766629125,0.1321489601527681,-0.0015106240881823478,0.002546282130367827,0.42000000000000004,100,48,7.4693843014237e-16,16,2.7755575615628914e-17,0.0
initial,5,0.06927991992268837,0.06927991992268837,0.0,0.5339200341157933,0.5339200341157933,0.0,1.0,7.476445979727812e-05,0.0039148258936493,0.42000000000000004,100,47,7.4693843014237e-16,16,0.0,0.0
branch1,5,0.0033380386412290223,0.04250752756410829,0.019584744461439634,1.1404743755294835,0.6316148199160045,0.508859555613479,0.07852817683161448,-0.00035062965118936565,0.0006626784398623021,0.42000000000000004,100,47,7.4693843014237e-16,16,0.0,0.0
branch2,5,0.0033380386412289543,0.04250752756410835,0.019584744461439697,1.1404743755294875,0.6316148199160042,0.5088595556134833,0.07852817683161277,-0.0003506296511893674,0.0006626784398623001,0.42000000000000004,100,47,7.4693843014237e-16,16,0.0,0.0
competing,5,0.006676077282457976,0.08501505512821664,0.03916948892287933,1.0018449394174964,0.49298538380401535,0.5088595556134811,0.07852817683161362,-0.0003506296511893674,0.0006626784398623021,0.42000000000000004,100,47,7.4693843014237e-16,16,0.0,0.0
initial,6,0.042157774252847155,0.042157774252847155,0.0,0.5277226948344632,0.5277226948344632,0.0,1.0,1.303601742000292e-05,0.0013049419645228652,0.42000000000000004,100,47,7.4693843014237e-16,16,0.0,0.0
branch1,6,0.001101479684414005,0.023562231882874308,0.011230376099230152,1.1351834725760312,0.6246850321358008,0.5104984404402303,0.04674768035088354,-9.243563298727809e-05,0.00017304951655904406,0.42000000000000004,100,47,7.4693843014237e-16,16,0.0,1.1102230246251565e-16
branch2,6,0.0011014796844139702,0.023562231882874353,0.011230376099230192,1.1351834725760364,0.6246850321358005,0.5104984404402358,0.046747680350881976,-9.243563298727923e-05,0.00017304951655904314,0.42000000000000004,100,47,7.4693843014237e-16,16,0.0,0.0
competing,6,0.002202959368827975,0.047124463765748664,0.022460752198460346,1.0196589424827096,0.5091605020424764,0.5104984404402331,0.04674768035088275,-9.243563298727923e-05,0.00017304951655904406,0.42000000000000004,100,47,7.4693843014237e-16,16,0.0,1.1102230246251565e-16
initial,7,0.025655230577842032,0.025655230577842032,0.0,0.5232868295701458,0.5232868295701458,0.0,1.0,2.2122468851364984e-06,0.0004349806548415007,0.42000000000000004,100,46,7.4693843014237e-16,16,0.0,0.0
branch1,7,0.0003634582757489902,0.013061611503909725,0.006349076614080367,1.131406578901932,0.6197253957728487,0.5116811831290834,0.027826449717953748,-2.4366188078991868e-05,3.69201970480061e-05,0.42000000000000004,100,46,7.4693843014237e-16,16,1.734723475976807e-18,0.0
branch2,7,0.00036345827574897627,0.013061611503909764,0.006349076614080393,1.1314065789019376,0.6197253957728482,0.5116811831290893,0.0278264497179526,-2.436618807899189e-05,3.692019704800583e-05,0.42000000000000004,100,46,7.4693843014237e-16,16,1.734723475976807e-18,1.1102230246251565e-16
competing,7,0.0007269165514979664,0.02612322300781949,0.01269815322816076,1.032385553107657,0.5207043699785705,0.5116811831290864,0.027826449717953172,-2.436618807899189e-05,3.69201970480061e-05,0.42000000000000004,100,46,7.4693843014237e-16,16,3.469446951953614e-18,0.0
initial,8,0.015612423873320427,0.015612423873320427,0.0,0.5199610349438285,0.5199610349438285,0.0,1.0,3.7223506502098084e-07,0.00014499355161393628,0.42000000000000004,100,46,7.4693843014237e-16,16,0.0,0.0
branch1,8,0.00011991639902789079,0.007240681940867962,0.0035603827709200357,1.128589466592555,0.6160049857865701,0.5125844808059851,0.016561478602043947,-5.2198124732532055e-06,9.59319440957868e-06,0.42000000000000004,100,46,7.4693843014237e-16,16,0.0,-1.1102230246251565e-16
branch2,8,0.0001199163990278863,0.007240681940867986,0.003560382770920049,1.1285894665925598,0.6160049857865697,0.5125844808059902,0.016561478602043274,-5.219812473253255e-06,9.593194409578647e-06,0.42000000000000004,100,46,7.4693843014237e-16,16,8.673617379884035e-19,-1.1102230246251565e-16
competing,8,0.0002398327980557771,0.014481363881735949,0.007120765541840084,1.0419460690225644,0.5293615882165768,0.5125844808059876,0.01656147860204361,-5.219812473253255e-06,9.59319440957868e-06,0.42000000000000004,100,46,7.4693843014237e-16,16,3.469446951953614e-18,0.0
initial,9,0.009500906175552375,0.009500906175552375,0.0,0.5173742331138258,0.5173742331138258,0.0,1.0,6.242894013352671e-08,4.833118387128873e-05,0.42000000000000004,100,45,7.4693843014237e-16,16,0.0,0.0
