time,n_sites,dt,max_bond,cutoff,prob_initial,prob_branch1,prob_branch2,prob_competing_group,return_echo,rate_initial,rate_branch1,rate_branch2,rate_competing_group,rate_total,rate_lower_envelope,delta_rate_individual,delta_rate_grouped,branch_symmetry_relative_error,local_ordered_moment,mps_norm,cumulative_discarded_weight,realized_maximum_bond
0.0,75,0.02,48,1e-10,1.0,0.0,0.0,0.0,1.0,-0.0,inf,inf,9.445285580430188,-0.0,-0.0,-inf,-9.445285580430188,0.0,1.0,1.0,0.0,1
0.02,75,0.02,48,1e-10,0.8740012388419659,3.5170685653856834e-229,3.5170685653856834e-229,7.034137130771367e-229,0.8740012388419659,0.0017956464785104794,7.013791445958886,7.013791445958886,7.004549483551421,0.0017956464785104786,0.0017956464785104794,-7.011995799480376,-7.002753837072911,0.0,0.9973090943058484,0.9999999999999977,1.4027625549104718e-44,3
0.04,75,0.02,48,1e-10,0.5838569908620458,4.5337869287995775e-184,4.5337869288003504e-184,9.067573857599928e-184,0.5838569908620458,0.0071746560640328725,5.628854660720167,5.628854660720164,5.6196126983127,0.0071746560640328725,0.0071746560640328725,-5.621680004656133,-5.612438042248668,1.7047077611541685e-13,0.9892772688057123,1.0000000000000033,3.168581624288811e-19,3
0.06,75,0.02,48,1e-10,0.2986663573052644,1.0354786520523896e-157,1.0354786520523896e-157,2.0709573041047792e-157,0.2986663573052644,0.01611237587312159,4.819613277526681,4.819613277526681,4.810371315119215,0.01611237587312159,0.01611237587312159,-4.8035009016535595,-4.7942589392460935,0.0,0.9760258776295679,0.9999999999999988,3.174676208119741e-19,5
0.08,75,0.02,48,1e-10,0.11737750561773264,4.793381274073945e-139,4.793381274073945e-139,9.58676254814789e-139,0.11737750561773264,0.028564799927541646,4.24656122481403,4.24656122481403,4.237319262406564,0.028564799927541646,0.028564799927541646,-4.217996424886489,-4.208754462479023,0.0,0.9577528493699684,1.0000000000000235,5.928543003735845e-19,5
0.1,75,0.02,48,1e-10,0.035621549358866314,1.3171418335021656e-124,1.3171418335021656e-124,2.6342836670043313e-124,0.035621549358866314,0.044464060069154175,3.803267832265551,3.803267832265551,3.794025869858085,0.044464060069154175,0.044464060069154175,-3.758803772196397,-3.749561809788931,0.0,0.9347264473492575,1.0000000000000013,1.2963225385345456e-18,7
0.12,75,0.02,48,1e-10,0.008409518527969785,7.513540704938619e-113,7.513540704938192e-113,1.502708140987681e-112,0.008409518527969785,0.06371188075440347,3.4423387825104625,3.442338782510463,3.433096820102997,0.06371188075440347,0.06371188075440347,-3.3786269017560597,-3.3693849393485937,5.683409165427433e-14,0.9072770201462983,0.9999999999999786,1.5329602219085322e-18,9
0.14,75,0.02,48,1e-10,0.0015603985333152478,5.918007590284517e-103,5.918007590284686e-103,1.1836015180569203e-102,0.0015603985333152478,0.08617085360364983,3.138510196557781,3.1385101965577804,3.129268234150315,0.08617085360364983,0.08617085360364983,-3.0523393429541312,-3.0430973805466652,2.847836836352171e-14,0.8757871852687881,0.9999999999999925,1.5348117552255729e-18,9
0.16,75,0.02,48,1e-10,0.00023078751552461173,1.9916914772434808e-94,1.991691477243424e-94,3.9833829544869046e-94,0.00023078751552461173,0.11165350822632564,2.876720193002334,2.8767201930023343,2.8674782305948683,0.11165350822632564,0.11165350822632564,-2.7650666847760084,-2.755824722368543,2.846027661300264e-14,0.8406809577027455,1.000000000000028,1.5694100355585004e-18,9
0.18,75,0.02,48,1e-10,2.772407551958825e-05,5.927206848375752e-87,5.92720684837491e-87,1.1854413696750661e-86,2.772407551958825e-05,0.13990945826577927,2.647271333452631,2.647271333452633,2.6380293710451665,0.13990945826577927,0.13990945826577927,-2.5073618751868527,-2.498119912779387,1.4206695728900542e-13,0.8024123674480937,0.9999999999999953,2.008390811642995e-18,9
