time,n_sites,dt,max_bond,cutoff,prob_initial,prob_branch1,prob_branch2,prob_competing_group,return_echo,rate_initial,rate_branch1,rate_branch2,rate_competing_group,rate_total,rate_lower_envelope,delta_rate_individual,delta_rate_grouped,branch_symmetry_relative_error,local_ordered_moment,mps_norm,cumulative_discarded_weight,realized_maximum_bond
0.0,50,0.04,32,1e-09,1.0,0.0,0.0,0.0,1.0,-0.0,inf,inf,14.167928370645281,-0.0,-0.0,-inf,-14.167928370645281,0.0,1.0,1.0,0.0,1
0.04,50,0.04,32,1e-09,0.7000908341391892,5.7052270310712554e-123,5.7052270310712554e-123,1.1410454062142511e-122,0.7000908341391892,0.007130903786024899,5.629531673212817,5.629531673212817,5.615668729601619,0.007130903786024899,0.007130903786024899,-5.622400769426792,-5.608537825815594,0.0,0.9893446397340145,1.0000000000000064,3.1653970583377926e-42,3
0.08,50,0.04,32,1e-09,0.2418196095069579,5.495562322885593e-93,5.495562322885593e-93,1.0991124645771187e-92,0.2418196095069579,0.028391264920920988,4.248729454645424,4.248729454645424,4.234866511034226,0.028391264920920988,0.028391264920920988,-4.220338189724504,-4.206475246113305,0.0,0.9580132266574056,0.9999999999999931,2.7721254794841136e-20,5
0.12,50,0.04,32,1e-09,0.042154133639458344,1.5736937881057015e-75,1.5736937881056568e-75,3.1473875762113583e-75,0.042154133639458344,0.06332845059209512,3.4448091277450903,3.4448091277450907,3.4309461841338917,0.06332845059209512,0.06332845059209512,-3.3814806771529953,-3.3676177335417967,2.8387193793262516e-14,0.9078305122420509,1.0000000000000058,2.9143433540730445e-17,6
0.16,50,0.04,32,1e-09,0.003888337889364948,2.994802785342489e-63,2.9948027853424035e-63,5.989605570684892e-63,0.003888337889364948,0.1109954698091833,2.8793196495438265,2.879319649543827,2.865456705932628,0.1109954698091833,0.1109954698091833,-2.768324179734643,-2.7544612361234444,2.847672137175667e-14,0.8415906173066732,1.0000000000000022,7.242993961057629e-17,9
0.2,50,0.04,32,1e-09,0.00020707189011069123,7.597398741235269e-54,7.597398741234945e-54,1.5194797482470213e-53,0.00020707189011069123,0.169648890595424,2.4462357820772866,2.4462357820772875,2.432372838466088,0.169648890595424,0.169648890595424,-2.276586891481863,-2.262723947870664,4.256672872884978e-14,0.7627410928173703,0.9999999999999986,7.465184024550957e-17,9
0.24,50,0.04,32,1e-09,7.3716521635748375e-06,2.6971857360214696e-46,2.6971857360213545e-46,5.394371472042824e-46,7.3716521635748375e-06,0.2363573740544836,2.098534107366022,2.098534107366023,2.084671163754824,0.2363573740544836,0.2363573740544836,-1.862176733311539,-1.8483137897003405,4.268366879703726e-14,0.6750341412670035,1.000000000000011,9.28171073356045e-17,10
0.28,50,0.04,32,1e-09,2.1864979365409055e-07,4.651639444349286e-40,4.651639444351864e-40,9.30327888870115e-40,2.1864979365409055e-07,0.3067158900562986,1.8113236798724606,1.8113236798724495,1.7974607362612562,0.3067158900562986,0.3067158900562986,-1.5046077898161565,-1.4907448462049575,5.542800465864311e-13,0.5822065636798262,0.9999999999999971,1.1583974640081603e-16,12
0.32,50,0.04,32,1e-09,7.15472881917402e-09,8.125958769821769e-35,8.125958769823732e-35,1.62519175396455e-34,7.15472881917402e-09,0.37510984651080775,1.5699082906219588,1.569908290621954,1.5560453470107576,0.37510984651080775,0.37510984651080775,-1.1947984441111485,-1.1809355004999498,2.4155652996680467e-13,0.4877337040512031,1.0000000000000095,1.3245755286007318e-16,13
0.36,50,0.04,32,1e-09,3.411544529690953e-10,2.295038773258043e-30,2.2950387732583366e-30,4.5900775465163796e-30,3.411544529690953e-10,0.4359737159986723,1.3649360610357153,1.3649360610357126,1.3510731174245152,0.4359737159986723,0.4359737159986723,-0.9289623450370417,-0.9150994014258429,1.2791593401242403e-13,0.3946770991763997,0.9999999999999952,1.5496000120328504e-16,15
0.4,50,0.04,32,1e-09,2.838656264148515e-11,1.435455428473838e-26,1.4354554284741443e-26,2.8709108569479826e-26,2.838656264148518e-11,0.48570210458314117,1.190114604944532,1.1901146049445277,1.176251661333331,0.48570210458314117,0.48570210458314117,-0.7044125003613888,-0.6905495567501898,2.1332183251926737e-13,0.30561932191110197,1.000000000000015,1.7753324783148882e-16,16
0.44,50,0.04,32,1e-09,4.214534873501707e-12,2.4811848349355877e-23,2.481184834935817e-23,4.9623696698714047e-23,4.21453487355133e-12,0.5238496376171985,1.0410144187350563,1.0410144187350545,1.0271514751238566,0.523849637616963,0.5238496376171985,-0.5171647811178569,-0.5033018375066581,9.238384629103464e-14,0.2226606244066633,0.9999999999999751,2.6851922281702527e-16,18
