time,n_sites,dt,max_bond,cutoff,prob_initial,prob_branch1,prob_branch2,prob_competing_group,return_echo,rate_initial,rate_branch1,rate_branch2,rate_competing_group,rate_total,rate_lower_envelope,delta_rate_individual,delta_rate_grouped,branch_symmetry_relative_error,local_ordered_moment,mps_norm,cumulative_discarded_weight,realized_maximum_bond
0.0,100,0.02,48,1e-10,1.0,0.0,0.0,0.0,1.0,-0.0,inf,inf,7.083964185322641,-0.0,-0.0,-inf,-7.083964185322641,0.0,1.0,1.0,0.0,1
0.02,100,0.02,48,1e-10,0.8356361864421733,2.4826047805163657e-305,2.4826047805163657e-305,4.965209561032731e-305,0.8356361864421733,0.0017956194429894607,7.013791450394773,7.013791450394773,7.006859978589174,0.0017956194429894607,0.0017956194429894607,-7.011995830951784,-7.005064359146184,0.0,0.9973090943058484,0.9999999999999978,1.8960767681817153e-44,3
0.04,100,0.02,48,1e-10,0.4879969897796043,3.4832075552069404e-245,3.4832075552077326e-245,6.9664151104146734e-245,0.4879969897796043,0.0071744604163243245,5.628853942030035,5.628853942030032,5.621922470224434,0.0071744604163243245,0.0071744604163243245,-5.621679481613709,-5.6147480098081095,2.2745015445062766e-13,0.9892772688057124,1.0000000000000024,4.272755548146087e-19,3
0.06,100,0.02,48,1e-10,0.19965584388111624,4.8651139382378755e-210,4.8651139382378755e-210,9.730227876475751e-210,0.19965584388111624,0.01611160175272101,4.8196077939339865,4.8196077939339865,4.812676322128387,0.01611160175272101,0.01611160175272101,-4.803496192181266,-4.796564720375666,0.0,0.9760258776295677,1.0000000000000009,4.2809944928943397e-19,5
0.08,100,0.02,48,1e-10,0.057483513372524546,3.756056555825751e-185,3.756056555825751e-185,7.512113111651501e-185,0.057483513372524546,0.028562570962480997,4.246548725852042,4.246548725852042,4.2396172540464425,0.028562570962480997,0.028562570962480997,-4.217986154889561,-4.211054683083962,0.0,0.9577528493699685,1.0000000000000329,8.003799835078268e-19,5
0.1,100,0.02,48,1e-10,0.011726775277113872,6.715943667586719e-166,6.715943667586719e-166,1.3431887335173437e-165,0.011726775277113872,0.04445880566549114,3.803246410856238,3.803246410856238,3.7963149390506383,0.04445880566549114,0.04445880566549114,-3.7587876051907467,-3.751856133385147,0.0,0.9347264473492575,1.0000000000000002,1.740813659469512e-18,7
0.12,100,0.02,48,1e-10,0.0017119766105417244,3.1806625570110015e-150,3.1806625570110015e-150,6.361325114022003e-150,0.0017119766105417244,0.06370106663422663,3.4423067442275554,3.4423067442275554,3.435375272421956,0.06370106663422663,0.06370106663422663,-3.378605677593329,-3.3716742057877296,0.0,0.9072770201462987,0.9999999999999728,2.056262855339169e-18,9
0.14,100,0.02,48,1e-10,0.0001813528668162811,4.990583571268787e-137,4.990583571268787e-137,9.981167142537575e-137,0.0001813528668162811,0.0861506588416466,3.138466048891087,3.138466048891087,3.131534577085487,0.0861506588416466,0.0861506588416466,-3.0523153900494404,-3.0453839182438407,0.0,0.8757871852687884,0.999999999999988,2.0587709779831087e-18,9
0.16,100,0.02,48,1e-10,1.4206031319722827e-05,1.1698450211419282e-125,1.1698450211419282e-125,2.3396900422838564e-125,1.4206031319722827e-05,0.11161843942708359,2.8766626534478217,2.8766626534478217,2.8697311816422224,0.11161843942708359,0.11161843942708359,-2.765044214020738,-2.758112742215139,0.0,0.8406809577027459,1.0000000000000393,2.105623004582537e-18,9
0.18,100,0.02,48,1e-10,8.439355100274984e-07,1.0804222318708238e-115,1.0804222318708853e-115,2.160844463741709e-115,8.439355100274984e-07,0.13985189755189867,2.6471993377414633,2.647199337741463,2.640267865935864,0.13985189755189867,0.13985189755189867,-2.507347440189564,-2.5004159683839653,5.695751284588987e-14,0.8024123674480939,0.9999999999999907,2.6999173974747762e-18,9
0.2,100,0.02,48,1e-10,3.92969965597653e-08,7.609695034684605e-107,7.609695034684172e-107,1.5219390069368777e-106,3.92969965597653e-08,0.17052117744407255,2.4434718185357815,2.443471818535782,2.4365403467301823,0.17052117744407255,0.17052117744407255,-2.2729506410917093,-2.2660191692861096,5.69334537716775e-14,0.7614541047479448,1.0000000000000355,3.335059691339887e-18,10
