time,n_sites,final_field,prob_up,prob_down,return_echo,rate_up,rate_down,rate_total,rate_lower_envelope,delta_rate,magnetization_z
0.076,400,0.7,0.3228866634964845,2.4246135336127575e-31,0.3228866634964845,0.0028261347608562973,0.17623616434677175,0.0028261347608562973,0.0028261347608562973,-0.17341002958591545,0.994355648986421
0.08,400,0.7,0.2858228786354199,1.5945974125986746e-31,0.2858228786354199,0.003130957413704225,0.17728379146083145,0.003130957413704225,0.003130957413704225,-0.17415283404712723,0.9937477948861113
0.084,400,0.7,0.25144700172412243,2.97866604846513e-31,0.25144700172412243,0.0034513076009497134,0.17572165579314925,0.0034513076009497134,0.0034513076009497134,-0.17227034819219952,0.9931091715144916
0.088,400,0.7,0.21983724623657158,1.3183298340668469e-31,0.21983724623657158,0.003787169490607687,0.17775943056144572,0.003787169490607687,0.003787169490607687,-0.17397226107083802,0.992439838767831
0.092,400,0.7,0.1910136142706798,1.3347335810937537e-31,0.1910136142706798,0.004138526436429112,0.17772851543900667,0.004138526436429112,0.004138526436429112,-0.17358998900257755,0.9917398593397612
0.096,400,0.7,0.16494480292490443,2.178863579047791e-31,0.16494480292490443,0.004505360971940727,0.17650333608987537,0.004505360971940727,0.004505360971940727,-0.17199797511793463,0.9910092987037945
0.1,400,0.7,0.1415557110543797,1.6022028837138108e-31,0.1415557110543797,0.004887654804216309,0.17727189599542953,0.004887654804216309,0.004887654804216309,-0.17238424119121323,0.9902482250951168
0.10400000000000001,400,0.7,0.12073520462377156,4.2448590384599295e-31,0.12073520462377156,0.005285388807381066,0.17483607317522776,0.005285388807381066,0.005285388807381066,-0.1695506843678467,0.9894567094916306
0.108,400,0.7,0.10234383467642058,5.49055197261389e-31,0.10234383467642058,0.005698543015850485,0.17419277272722053,0.005698543015850485,0.005698543015850485,-0.16849422971137004,0.98863482559428
0.112,400,0.7,0.08622124698654851,6.051337795394944e-31,0.08622124698654851,0.006127096617305311,0.17394964628002757,0.006127096617305311,0.006127096617305311,-0.16782254966272225,0.987782649806662
0.116,400,0.7,0.07219307309764596,5.2742296751806285e-31,0.07219307309764596,0.00657102794540439,0.1742932631181457,0.00657102794540439,0.00657102794540439,-0.1677222351727413,0.9869002612139237
0.12,400,0.7,0.060077145224322254,6.88155314293622e-31,0.060077145224322254,0.007030314472237082,0.17362823377206876,0.007030314472237082,0.007030314472237082,-0.16659791929983167,0.985987741560979
0.124,400,0.7,0.04968892934910179,7.073848685477382e-31,0.04968892934910179,0.007504932800517417,0.17355933295623985,0.007504932800517417,0.007504932800517417,-0.16605440015572243,0.9850451752300259
0.128,400,0.7,0.040846119249191105,9.419338183676119e-31,0.040846119249191105,0.007994858655521787,0.17284343263301302,0.007994858655521787,0.007994858655521787,-0.16484857397749123,0.9840726492174028
0.132,400,0.7,0.033372377213630816,6.676952244039832e-31,0.033372377213630816,0.008500066876772728,0.173703690625683,0.008500066876772728,0.008500066876772728,-0.16520362374891026,0.9830702531097772
0.136,400,0.7,0.02710024355714571,1.550084972232929e-30,0.02710024355714571,0.009020531409470794,0.17159810759899347,0.009020531409470794,0.009020531409470794,-0.16257757618952268,0.9820380790596863
0.14,400,0.7,0.021873266003955134,1.0265718976073537e-30,0.021873266003955134,0.009556225295677467,0.17262831948322474,0.009556225295677467,0.009556225295677467,-0.16307209418754728,0.9809762217604387
0.14400000000000002,400,0.7,0.01754742144456646,1.3492450681648418e-30,0.01754742144456646,0.01010712066525127,0.1719450189063834,0.01010712066525127,0.01010712066525127,-0.16183789824113212,0.9798847784203938
0.148,400,0.7,0.013991916756937724,1.5493446945455516e-30,0.013991916756937724,0.01067318872654043,0.17159930181499614,0.01067318872654043,0.01067318872654043,-0.1609261130884557,0.9787638487366208
0.152,400,0.7,0.011089462978488162,2.0118884636765613e-30,0.011089462978488162,0.011254399756834732,0.17094619743667228,0.011254399756834732,0.011254399756834732,-0.15969179767983754,0.977613534867968
0.156,400,0.7,0.008736119010880897,1.3144299150805367e-30,0.008736119010880897,0.011850723092579962,0.1720103743571105,0.011850723092579962,0.011850723092579962,-0.16015965126453055,0.9764339414075319
